brand,marketing_name,model_codes,platform,device_type,release_year,esim_support,esim_conditions,dual_sim,max_esim_profiles,os_min_version,os_max_version,ru_market,source_url,confidence,notes
Samsung,Galaxy S9,,android,phone,2018,no,,,,,,,official,,high,
Samsung,Galaxy S9+,,android,phone,2018,no,,,,,,,official,,high,
Samsung,Galaxy S10,,android,phone,2019,conditional;region:US=yes;region:CN=no;;;;;;;,official,,high,
Samsung,Galaxy S10+,SM-G975[FDX],android,phone,2019,conditional;region:US=yes;region:CN=no;;;;;;;,official,,high,"model_codes для F и D версий"
Samsung,Galaxy S10e,,android,phone,2019,conditional;region:US=yes;region:CN=no;;;;;;;,official,,high,
Samsung,Galaxy S20,,android,phone,2020,conditional;region:US=yes;region:EU=yes;region:CN=no;;;;;;;,official,,high,
Samsung,Galaxy S20+,SM-G985[FBDS],android,phone,2020,conditional;region:US=yes;region:EU=yes;region:CN=no;;;;;;;,official,,high,"model_codes для F, B и D версий"
Samsung,Galaxy S20 Ultra,SM-G988[FBDS],android,phone,2020,conditional;region:US=yes;region:EU=yes;region:CN=no;;;;;;;,official,,high,"model_codes для F, B и D версий"
Samsung,Galaxy S20 FE,SM-G780[FG],android,phone,2020,conditional;region:US=yes;region:EU=yes;region:CN=no;;;;;;;,official,,high,"model_codes для F и G версий"
Samsung,Galaxy S21,,android,phone,2021,conditional;region:US=esim-only;region:EU=physical+esim;region:CN=no;;;;6.0;,official,,high,
Samsung,Galaxy S21+,SM-G996[0BDS],android,phone,2021,conditional;region:US=esim-only;region:EU=physical+esim;region:CN=no;;;;6.0;,official,,high,"model_codes 0=B, D, DS"
Samsung,Galaxy S21 Ultra,SM-G998[0BDS],android,phone,2021,conditional;region:US=esim-only;region:EU=physical+esim;region:CN=no;;;;6.0;,official,,high,"model_codes 0=B, D, DS"
Samsung,Galaxy S21 FE,SM-G990[0BDS],android,phone,2022,conditional;region:US=esim-only;region:EU=physical+esim;region:CN=no;;;;6.0;,official,,high,"model_codes 0=B, D, DS"
Samsung,Galaxy S22,,android,phone,2022,conditional;region:US=esim-only;region:EU=physical+esim;region:CN=no;;;;6.1;,official,,high,
Samsung,Galaxy S22+,SM-S906[BDEX],android,phone,2022,conditional;region:US=esim-only;region:EU=physical+esim;region:CN=no;;;;6.1;,official,,high,"model_codes B, D, E, X"
Samsung,Galaxy S22 Ultra,SM-S908[BDEX],android,phone,2022,conditional;region:US=esim-only;region:EU=physical+esim;region:CN=no;;;;6.1;,official,,high,"model_codes B, D, E, X"
Samsung,Galaxy S23,,android,phone,2023,conditional;region:US=esim-only;region:EU=physical+esim;region:CN=no;;;;6.1;,official,,high,
Samsung,Galaxy S23+,SM-S916[BDEX],android,phone,2023,conditional;region:US=esim-only;region:EU=physical+esim;region:CN=no;;;;6.1;,official,,high,"model_codes B, D, E, X"
Samsung,Galaxy S23 Ultra,SM-S918[BDEX],android,phone,2023,conditional;region:US=esim-only;region:EU=physical+esim;region:CN=no;;;;6.1;,official,,high,"model_codes B, D, E, X"
Samsung,Galaxy S23 FE,SM-S711[BDEX],android,phone,2023,conditional;region:US=esim-only;region:EU=physical+esim;region:CN=no;;;;6.1;,official,,high,"model_codes B, D, E, X"
Samsung,Galaxy S24,,android,phone,2024,conditional;region:US=esim-only;region:EU=physical+esim;region:CN=no;;;;6.1;,official,,high,
Samsung,Galaxy S24+,SM-S926[BDEX],android,phone,2024,conditional;region:US=esim-only;region:EU=physical+esim;region:CN=no;;;;6.1;,official,,high,"model_codes B, D, E, X"
Samsung,Galaxy S24 Ultra,SM-S928[BDEX],android,phone,2024,conditional;region:US=esim-only;region:EU=physical+esim;region:CN=no;;;;6.1;,official,,high,"model_codes B, D, E, X"
Samsung,Galaxy S25,,android,phone,2025,conditional;region:US=esim-only;region:EU=physical+esim;region:CN=no;;;;6.1;,official,,high,
Samsung,Galaxy S25+,SM-S938[BDEX],android,phone,2025,conditional;region:US=esim-only;region:EU=physical+esim;region:CN=no;;;;6.1;,official,,high,"model_codes B, D, E, X"
Samsung,Galaxy S25 Ultra,SM-S938[BDEX],android,phone,2025,conditional;region:US=esim-only;region:EU=physical+esim;region:CN=no;;;;6.1;,official,,high,"модель совпадает с Plus по кодам"
