brand,marketing_name,model_codes,platform,device_type,release_year,esim_support,esim_conditions,dual_sim,max_esim_profiles,os_min_version,os_max_version,ru_market,source_url,confidence,notes
samsung,Galaxy A01,,android,phone,2020,no,,unknown,,,unknown,,high,"budget model, no eSIM"
samsung,Galaxy A01s,,android,phone,2020,no,,unknown,,,unknown,,high,"budget model, no eSIM"
samsung,Galaxy A02s,,android,phone,2020,no,,unknown,,,unknown,,high,"budget model, no eSIM"
samsung,Galaxy A03,,android,phone,2021,no,,unknown,,,unknown,,high,"budget model, no eSIM"
samsung,Galaxy A03s,,android,phone,2021,no,,unknown,,,unknown,,high,"budget model, no eSIM"
samsung,Galaxy A04,,android,phone,2022,no,,unknown,,,unknown,,high,"budget model, no eSIM"
samsung,Galaxy A04s,,android,phone,2022,no,,unknown,,,unknown,,high,"budget model, no eSIM"
samsung,Galaxy A05,,android,phone,2023,no,,unknown,,,unknown,,high,"budget model, no eSIM"
samsung,Galaxy A05s,,android,phone,2023,no,,unknown,,,unknown,,high,"budget model, no eSIM"
samsung,Galaxy A06,,android,phone,2024,no,,unknown,,,unknown,,high,"budget model, no eSIM"
samsung,Galaxy A11,,android,phone,2020,unknown,,unknown,,,unknown,,low,"eSIM support unknown"
samsung,Galaxy A12,,android,phone,2020,unknown,,unknown,,,unknown,,low,"eSIM support unknown"
samsung,Galaxy A13,,android,phone,2021,unknown,,unknown,,,unknown,,low,"eSIM support unknown"
samsung,Galaxy A13 5G,,android,phone,2021,unknown,,unknown,,,unknown,,low,"eSIM support unknown"
samsung,Galaxy A14,,android,phone,2022,unknown,,unknown,,,unknown,,low,"eSIM support unknown"
samsung,Galaxy A14 5G,,android,phone,2022,unknown,,unknown,,,unknown,,low,"eSIM support unknown"
samsung,Galaxy A15,,android,phone,2023,unknown,,unknown,,,unknown,,low,"eSIM support unknown"
samsung,Galaxy A15 5G,,android,phone,2023,unknown,,unknown,,,unknown,,low,"eSIM support unknown"
samsung,Galaxy A16,,android,phone,2024,unknown,,unknown,,,unknown,,low,"eSIM support unknown"
samsung,Galaxy A21,,android,phone,2020,unknown,,unknown,,,unknown,,low,"eSIM support unknown"
samsung,Galaxy A22,,android,phone,2021,unknown,,unknown,,,unknown,,low,"eSIM support unknown"
samsung,Galaxy A22 5G,,android,phone,2021,unknown,,unknown,,,unknown,,low,"eSIM support unknown"
samsung,Galaxy A23,,android,phone,2022,unknown,,unknown,,,unknown,,low,"eSIM support unknown"
samsung,Galaxy A23 5G,,android,phone,2022,unknown,,unknown,,,unknown,,low,"eSIM support unknown"
samsung,Galaxy A24,,android,phone,2023,unknown,,unknown,,,unknown,,low,"eSIM support unknown"
samsung,Galaxy A24 5G,,android,phone,2023,unknown,,unknown,,,unknown,,low,"eSIM support unknown"
samsung,Galaxy A25,,android,phone,2024,unknown,,unknown,,,unknown,,low,"eSIM support unknown"
samsung,Galaxy A25 5G,,android,phone,2024,unknown,,unknown,,,unknown,,low,"eSIM support unknown"
samsung,Galaxy A31,,android,phone,2020,unknown,,unknown,,,unknown,,low,"eSIM support unknown"
samsung,Galaxy A32,,android,phone,2021,unknown,,unknown,,,unknown,,low,"eSIM support unknown"
samsung,Galaxy A32 5G,,android,phone,2021,unknown,,unknown,,,unknown,,low,"eSIM support unknown"
samsung,Galaxy A33,,android,phone,2022,unknown,,unknown,,,unknown,,low,"eSIM support unknown"
samsung,Galaxy A33 5G,,android,phone,2022,unknown,,unknown,,,unknown,,low,"eSIM support unknown"
samsung,Galaxy A34,,android,phone,2023,unknown,,unknown,,,unknown,,low,"eSIM support unknown"
samsung,Galaxy A34 5G,,android,phone,2023,unknown,,unknown,,,unknown,,low,"eSIM support unknown"
samsung,Galaxy A35,,android,phone,2024,unknown,,unknown,,,unknown,,low,"eSIM support unknown"
samsung,Galaxy A35 5G,,android,phone,2024,unknown,,unknown,,,unknown,,low,"eSIM support unknown"
samsung,Galaxy A51,,android,phone,2020,unknown,,unknown,,,unknown,,low,"eSIM support unknown"
samsung,Galaxy A51 5G,,android,phone,2020,unknown,,unknown,,,unknown,,low,"eSIM support unknown"
samsung,Galaxy A52,,android,phone,2021,unknown,,unknown,,,unknown,,low,"eSIM support unknown"
samsung,Galaxy A52 5G,,android,phone,2021,unknown,,unknown,,,unknown,,low,"eSIM support unknown"
samsung,Galaxy A52s 5G,,android,phone,2021,unknown,,unknown,,,unknown,,low,"eSIM support unknown"
samsung,Galaxy A53,,android,phone,2022,unknown,,unknown,,,unknown,,low,"eSIM support unknown"
samsung,Galaxy A53 5G,,android,phone,2022,unknown,,unknown,,,unknown,,low,"eSIM support unknown"
samsung,Galaxy A54,,android,phone,2023,unknown,,unknown,,,unknown,,low,"eSIM support unknown"
samsung,Galaxy A54 5G,,android,phone,2023,unknown,,unknown,,,unknown,,low,"eSIM support unknown"
samsung,Galaxy A55,,android,phone,2024,unknown,,unknown,,,unknown,,low,"eSIM support unknown"
samsung,Galaxy A55 5G,,android,phone,2024,unknown,,unknown,,,unknown,,low,"eSIM support unknown"
samsung,Galaxy A71,,android,phone,2020,unknown,,unknown,,,unknown,,low,"eSIM support unknown"
samsung,Galaxy A71 5G,,android,phone,2020,unknown,,unknown,,,unknown,,low,"eSIM support unknown"
samsung,Galaxy A72,,android,phone,2021,unknown,,unknown,,,unknown,,low,"eSIM support unknown"
samsung,Galaxy A73,,android,phone,2022,unknown,,unknown,,,unknown,,low,"eSIM support unknown"
samsung,Galaxy A73 5G,,android,phone,2022,unknown,,unknown,,,unknown,,low,"eSIM support unknown"
