brand,marketing_name,model_codes,platform,device_type,release_year,esim_support,esim_conditions,dual_sim,max_esim_profiles,os_min_version,os_max_version,ru_market,source_url,confidence,notes
realme,6,,android,phone,2020,unknown,,,,,,,low,
realme,6 Pro,,android,phone,2020,unknown,,,,,,,low,
realme,6i,,android,phone,2020,unknown,,,,,,,low,
realme,6s,,android,phone,2020,unknown,,,,,,,low,
realme,7,,android,phone,2020,unknown,,,,,,,low,
realme,7 Pro,,android,phone,2020,unknown,,,,,,,low,
realme,7 5G,,android,phone,2020,unknown,,,,,,,low,
realme,7i,,android,phone,2020,unknown,,,,,,,low,
realme,8,,android,phone,2021,unknown,,,,,,,low,
realme,8 Pro,,android,phone,2021,unknown,,,,,,,low,
realme,8 5G,,android,phone,2021,unknown,,,,,,,low,
realme,8i,,android,phone,2021,unknown,,,,,,,low,
realme,9,,android,phone,2022,unknown,,,,,,,low,
realme,9 Pro,,android,phone,2022,unknown,,,,,,,low,
realme,9 Pro+,,android,phone,2022,unknown,,,,,,,low,
realme,9 5G,,android,phone,2022,unknown,,,,,,,low,
realme,9i,,android,phone,2022,unknown,,,,,,,low,
realme,10,,android,phone,2022,unknown,,,,,,,low,
realme,10 Pro,,android,phone,2022,unknown,,,,,,,low,
realme,10 Pro+,,android,phone,2022,unknown,,,,,,,low,
realme,10 5G,,android,phone,2022,unknown,,,,,,,low,
realme,10s,,android,phone,2022,unknown,,,,,,,low,
realme,11,,android,phone,2023,unknown,,,,,,,low,
realme,11 Pro,,android,phone,2023,unknown,,,,,,,low,
realme,11 Pro+,,android,phone,2023,unknown,,,,,,,low,
realme,11 5G,,android,phone,2023,unknown,,,,,,,low,
realme,11x,,android,phone,2023,unknown,,,,,,,low,
realme,12,,android,phone,2024,unknown,,,,,,,low,
realme,12 Pro,,android,phone,2024,unknown,,,,,,,low,
realme,12 Pro+,,android,phone,2024,unknown,,,,,,,low,
realme,12 5G,,android,phone,2024,unknown,,,,,,,low,
realme,12x,,android,phone,2024,unknown,,,,,,,low,
realme,GT,,android,phone,2021,unknown,,,,,,,low,
realme,GT Neo,,android,phone,2021,unknown,,,,,,,low,
realme,GT Neo 2,,android,phone,2021,unknown,,,,,,,low,
realme,GT Master Edition,,android,phone,2021,unknown,,,,,,,low,
realme,GT 2,,android,phone,2022,unknown,,,,,,,low,
realme,GT 2 Pro,,android,phone,2022,unknown,,,,,,,low,
realme,GT Neo 3,,android,phone,2022,unknown,,,,,,,low,
realme,GT 3,,android,phone,2023,unknown,,,,,,,low,
realme,GT Neo 5,,android,phone,2023,unknown,,,,,,,low,
realme,GT 5 Pro,,android,phone,2023,unknown,,,,,,,low,
realme,C11,,android,phone,2020,unknown,,,,,,,low,
realme,C15,,android,phone,2020,unknown,,,,,,,low,
realme,C17,,android,phone,2020,unknown,,,,,,,low,
realme,C21,,android,phone,2021,unknown,,,,,,,low,
realme,C25,,android,phone,2021,unknown,,,,,,,low,
realme,C35,,android,phone,2021,unknown,,,,,,,low,
realme,C30,,android,phone,2022,unknown,,,,,,,low,
realme,C31,,android,phone,2022,unknown,,,,,,,low,
realme,C33,,android,phone,2022,unknown,,,,,,,low,
realme,C55,,android,phone,2023,unknown,,,,,,,low,
realme,C53,,android,phone,2023,unknown,,,,,,,low,
realme,C67,,android,phone,2023,unknown,,,,,,,low,
realme,C65,,android,phone,2024,unknown,,,,,,,low,
realme,Narzo 10,,android,phone,2020,unknown,,,,,,,low,
realme,Narzo 20,,android,phone,2020,unknown,,,,,,,low,
realme,Narzo 30,,android,phone,2021,unknown,,,,,,,low,
realme,Narzo 50,,android,phone,2022,unknown,,,,,,,low,
realme,Narzo 50 Pro,,android,phone,2022,unknown,,,,,,,low,
realme,Narzo 60,,android,phone,2023,unknown,,,,,,,low,
realme,Narzo 70,,android,phone,2024,unknown,,,,,,,low,
realme,Narzo 70 Pro,,android,phone,2024,unknown,,,,,,,low,
