brand,marketing_name,model_codes,platform,device_type,release_year,esim_support,esim_conditions,dual_sim,max_esim_profiles,os_min_version,os_max_version,ru_market,source_url,confidence,notes
Samsung,Galaxy M01,,android,phone,2020,unknown,,unknown,,,unknown,,low,Unknown eSIM support
Samsung,Galaxy M01s,,android,phone,2020,unknown,,unknown,,,unknown,,low,Unknown eSIM support
Samsung,Galaxy M02,,android,phone,2021,unknown,,unknown,,,unknown,,low,Unknown eSIM support
Samsung,Galaxy M02s,,android,phone,2021,unknown,,unknown,,,unknown,,low,Unknown eSIM support
Samsung,Galaxy M04,,android,phone,2022,unknown,,unknown,,,unknown,,low,Unknown eSIM support
Samsung,Galaxy M05,,android,phone,2024,unknown,,unknown,,,unknown,,low,Unknown eSIM support
Samsung,Galaxy M11,,android,phone,2020,unknown,,unknown,,,unknown,,low,Unknown eSIM support
Samsung,Galaxy M12,,android,phone,2021,unknown,,unknown,,,unknown,,low,Unknown eSIM support
Samsung,Galaxy M13,,android,phone,2022,unknown,,unknown,,,unknown,,low,Unknown eSIM support
Samsung,Galaxy M13 5G,,android,phone,2022,unknown,,unknown,,,unknown,,low,Unknown eSIM support
Samsung,Galaxy M14,,android,phone,2023,unknown,,unknown,,,unknown,,low,Unknown eSIM support
Samsung,Galaxy M14 5G,,android,phone,2023,unknown,,unknown,,,unknown,,low,Unknown eSIM support
Samsung,Galaxy M15,,android,phone,2024,unknown,,unknown,,,unknown,,low,Unknown eSIM support
Samsung,Galaxy M15 5G,,android,phone,2024,unknown,,unknown,,,unknown,,low,Unknown eSIM support
Samsung,Galaxy M21,,android,phone,2020,unknown,,unknown,,,unknown,,low,Unknown eSIM support
Samsung,Galaxy M21s,,android,phone,2020,unknown,,unknown,,,unknown,,low,Unknown eSIM support
Samsung,Galaxy M22,,android,phone,2021,unknown,,unknown,,,unknown,,low,Unknown eSIM support
Samsung,Galaxy M23 5G,,android,phone,2022,unknown,,unknown,,,unknown,,low,Unknown eSIM support
Samsung,Galaxy M31,,android,phone,2020,unknown,,unknown,,,unknown,,low,Unknown eSIM support
Samsung,Galaxy M31s,,android,phone,2020,unknown,,unknown,,,unknown,,low,Unknown eSIM support
Samsung,Galaxy M32,,android,phone,2021,unknown,,unknown,,,unknown,,low,Unknown eSIM support
Samsung,Galaxy M33 5G,,android,phone,2022,unknown,,unknown,,,unknown,,low,Unknown eSIM support
Samsung,Galaxy M34 5G,,android,phone,2023,unknown,,unknown,,,unknown,,low,Unknown eSIM support
Samsung,Galaxy M35 5G,,android,phone,2024,unknown,,unknown,,,unknown,,low,Unknown eSIM support
Samsung,Galaxy M51,,android,phone,2020,unknown,,unknown,,,unknown,,low,Unknown eSIM support
Samsung,Galaxy M52 5G,,android,phone,2021,unknown,,unknown,,,unknown,,low,Unknown eSIM support
Samsung,Galaxy M53 5G,,android,phone,2022,unknown,,unknown,,,unknown,,low,Unknown eSIM support
Samsung,Galaxy M54 5G,,android,phone,2023,unknown,,unknown,,,unknown,,low,Unknown eSIM support
Samsung,Galaxy M55 5G,,android,phone,2024,unknown,,unknown,,,unknown,,low,Unknown eSIM support
